-2.664004,42.853633
-2.66482,42.85405
-2.66487,42.85373
-2.66141,42.85217
-2.66145,42.85121
-2.6608,42.8512
-2.66003,42.84903
-2.66021,42.84799
-2.66156,42.84765
-2.66595,42.84708
-2.66798,42.84604
-2.66847,42.84407
-2.67125,42.84297
-2.67546,42.84351
-2.67636,42.84332
-2.677219,42.843619
-2.67716,42.84361
-2.67659,42.84279
-2.67441,42.84246
-2.67034,42.84201
-2.66766,42.8417
-2.667,42.84157
-2.66693,42.84137
-2.66718,42.84033
-2.66797,42.83978
-2.66846,42.83946
-2.66865,42.83861
-2.66874,42.83818
-2.668689,42.838459
-2.66874,42.83818
-2.66934,42.83615
-2.66998,42.83509
-2.67292,42.83542
-2.67606,42.83543
-2.67708,42.83514
-2.67967,42.83448
-2.68577,42.83342
-2.68672,42.83417
-2.68617,42.83574
-2.68483,42.83739
-2.68383,42.83829
-2.68332,42.83898
-2.68334,42.83942
-2.68328,42.8406
-2.68308,42.84212
-2.68256,42.84261
-2.68252,42.8431
-2.682519,42.843595
-2.68257,42.84334
-2.68239,42.84424
-2.68211,42.8456
-2.68176,42.84705
-2.68166,42.84745
-2.68108,42.84961
-2.68091,42.84999
-2.68085,42.85023
-2.68066,42.85119
-2.68059,42.85151
-2.680375,42.852234
-2.68047,42.85211
-2.68028,42.85302
-2.67995,42.85475
-2.67997,42.85526
-2.6807,42.85698
-2.68139,42.85844
-2.6812,42.85901
-2.68147,42.85954
-2.68192,42.85999
-2.68152,42.86022
-2.682175,42.860372
-2.68183,42.86067
-2.68318,42.86184
-2.68448,42.86379
-2.68645,42.86669
-2.68821,42.86928
-2.69105,42.8729
-2.6953,42.88197
-2.69918,42.89107
-2.7199,42.91266
-2.73197,42.92553
-2.73841,42.92979
-2.74431,42.9329
-2.75245,42.93953
-2.75716,42.94133
-2.76313,42.94126
-2.76978,42.94074
-2.77639,42.94331
-2.78383,42.94598
-2.7928,42.9477
-2.80148,42.95465
-2.80946,42.95983
-2.82197,42.96133
-2.83325,42.96084
-2.8474,42.96223
-2.8575,42.96291
-2.86412,42.96316
-2.86705,42.96453
-2.8694,42.96512
-2.87387,42.96751
-2.87735,42.9699
-2.87703,42.97493
-2.87133,42.9817
-2.86955,42.98578
-2.87262,42.9901
-2.87925,42.99598
-2.88739,42.99969
-2.89597,43.00418
-2.90086,43.00923
-2.90345,43.01314
-2.91103,43.01987
-2.91199,43.02539
-2.91711,43.03651
-2.92137,43.04231
-2.92393,43.04789
-2.92851,43.05235
-2.93242,43.0566
-2.93107,43.06165
-2.9294,43.06664
-2.92401,43.07107
-2.91965,43.0756
-2.91588,43.07988
-2.91462,43.08552
-2.91782,43.09138
-2.91812,43.09779
-2.91543,43.1034
-2.91465,43.10979
-2.91535,43.11736
-2.9167,43.12239
-2.92161,43.12689
-2.92723,43.13102
-2.93287,43.13491
-2.93594,43.14068
-2.93834,43.14961
-2.9363,43.15392
-2.93222,43.15635
-2.92566,43.15965
-2.91945,43.16453
-2.91538,43.17184
-2.91032,43.17445
-2.90186,43.17706
-2.89792,43.1812
-2.89508,43.1844
-2.89573,43.1908
-2.89654,43.19702
-2.89332,43.20144
-2.8925,43.20485
-2.89348,43.20746
-2.89495,43.21039
-2.89576,43.21354
-2.89831,43.21575
-2.9007,43.21656
-2.90459,43.21724
-2.90806,43.21854
-2.91239,43.22157
-2.91525,43.2248
-2.91535,43.22759
-2.91433,43.23096
-2.9163,43.23414
-2.92031,43.23735
-2.92428,43.23856
-2.92743,43.24167
-2.93038,43.24376
-2.93399,43.24724
-2.93977,43.24759
-2.94293,43.24939
-2.94562,43.25198
-2.94849,43.25373
-2.95051,43.25588
-2.95287,43.25704
-2.9549,43.25933
-2.95825,43.26085
-2.95775,43.26258
-2.95307,43.26372
-2.950555,43.262793
-2.95272,43.26372
-2.95002,43.26254
-2.94758,43.26094
-2.94704,43.26071
-2.94646,43.26205
-2.94574,43.26381
-2.94507,43.26505
-2.94495,43.26537
-2.94456,43.26606
-2.94256,43.26709
-2.9418,43.26769
-2.93891,43.26706
-2.93839,43.26651
-2.93765,43.26651
-2.9374,43.26715
-2.93808,43.26742
-2.9388,43.26706
-2.93959,43.26768
-2.9414,43.27116
-2.94149,43.2715
-2.94186,43.27131
-2.94177,43.27098
-2.941757,43.271020
-2.94177,43.27098
-2.94363,43.27018
-2.94383,43.27144
-2.94738,43.27198
-2.95234,43.2723
-2.95517,43.27308
-2.95599,43.27327
-2.957911,43.274391
