-2.969909,43.330967
-2.96683,43.32717
-2.96751,43.32401
-2.9703,43.32105
-2.96857,43.31762
-2.96825,43.31617
-2.96882,43.31598
-2.96235,43.30962
-2.96115,43.30573
-2.96327,43.30174
-2.96871,43.29658
-2.98105,43.29404
-2.98526,43.29115
-2.98699,43.28393
-2.98325,43.2791
-2.97955,43.27604
-2.97339,43.27424
-2.96518,43.26848
-2.95967,43.26211
-2.95392,43.2584
-2.94893,43.254
-2.94493,43.25107
-2.93892,43.24755
-2.9311,43.2442
-2.92693,43.24032
-2.91887,43.23545
-2.91473,43.23104
-2.91571,43.22532
-2.91137,43.22052
-2.90571,43.21737
-2.89996,43.21621
-2.89605,43.2136
-2.89467,43.20891
-2.89272,43.20484
-2.89697,43.19643
-2.89564,43.18383
-2.9001,43.17884
-2.9114,43.17433
-2.91811,43.16717
-2.92802,43.15815
-2.93664,43.15383
-2.93759,43.14449
-2.93241,43.13408
-2.92279,43.12755
-2.91634,43.12098
-2.91464,43.11066
-2.91684,43.10081
-2.91784,43.09082
-2.91571,43.0809
-2.92144,43.07369
-2.92959,43.06672
-2.93264,43.05817
-2.92731,43.05137
-2.92242,43.04348
-2.91288,43.03168
-2.91163,43.02027
-2.90188,43.00991
-2.89423,43.00263
-2.88044,42.99643
-2.87107,42.98861
-2.87088,42.98244
-2.87825,42.97279
-2.87269,42.96636
-2.8708,42.96426
-2.86554,42.96389
-2.85045,42.9627
-2.82721,42.96115
-2.80952,42.95971
-2.79466,42.94856
-2.78145,42.94531
-2.76982,42.94062
-2.76065,42.94142
-2.75131,42.93858
-2.7403,42.93032
-2.7283,42.92187
-2.70067,42.8928
-2.69388,42.87757
-2.68954,42.86977
-2.6871,42.86617
-2.68383,42.86135
-2.68221,42.85876
-2.68159,42.85959
-2.682175,42.860372
-2.68183,42.86067
-2.68256,42.86108
-2.68315,42.86179
-2.68393,42.86151
-2.68283,42.85988
-2.68248,42.8594
-2.68245,42.85901
-2.68187,42.85867
-2.68151,42.85836
-2.68101,42.85728
-2.68021,42.85559
-2.6801,42.85528
-2.68006,42.85476
-2.68043,42.8528
-2.68057,42.85211
-2.680375,42.852234
-2.6805,42.85249
-2.68068,42.8516
-2.68074,42.85125
-2.68089,42.85055
-2.68101,42.8501
-2.68111,42.84984
-2.6818,42.84751
-2.68189,42.84711
-2.68221,42.84579
-2.68249,42.84447
-2.68255,42.84425
-2.68271,42.84342
-2.682519,42.843595
-2.68272,42.84336
-2.68308,42.84259
-2.68335,42.84103
-2.68355,42.84059
-2.68331,42.84053
-2.68226,42.84034
-2.68035,42.83948
-2.67652,42.83905
-2.67264,42.83859
-2.67177,42.83852
-2.67052,42.83884
-2.66912,42.83886
-2.66867,42.83849
-2.668689,42.838459
-2.66874,42.83818
-2.66851,42.83849
-2.66717,42.83854
-2.66797,42.83978
-2.66827,42.84039
-2.67143,42.84075
-2.67357,42.84104
-2.67455,42.8417
-2.67442,42.84343
-2.67541,42.84352
-2.67583,42.8433
-2.67628,42.84329
-2.677219,42.843619
-2.67716,42.84361
-2.67854,42.84456
-2.67902,42.84631
-2.67797,42.84606
-2.67651,42.84575
-2.6741,42.84608
-2.67316,42.84695
-2.67157,42.84657
-2.66796,42.84613
-2.66427,42.84567
-2.66141,42.84595
-2.66141,42.84777
-2.66122,42.85043
-2.6611,42.85131
-2.6609,42.85215
-2.66121,42.85239
-2.664004,42.853633
