43.274391,-2.957911
43.27487,-2.95713
43.27384,-2.95483
43.27361,-2.95417
43.27305,-2.95248
43.2728,-2.95108
43.27231,-2.94822
43.2719,-2.94736
43.27164,-2.94383
43.27131,-2.94186
43.27108,-2.94173
43.27098,-2.94177
43.27016,-2.94221
43.26937,-2.94253
43.2692,-2.94404
43.26838,-2.94711
43.2681,-2.94896
43.2681,-2.94927
43.26792,-2.95006
43.26766,-2.9505
43.26729,-2.95018
43.26745,-2.94955
43.26781,-2.94783
43.26757,-2.94679
43.2664,-2.94597
43.266,-2.94626
43.26552,-2.94608
43.26518,-2.94549
43.26484,-2.94544
43.26269,-2.94632
43.26234,-2.94663
43.262793,-2.950555
43.26254,-2.94638
43.26176,-2.9487
43.26324,-2.95498
43.26357,-2.95988
43.26221,-2.96088
43.25941,-2.95556
43.25592,-2.95144
43.25294,-2.94801
43.25024,-2.94416
43.24766,-2.93842
43.24468,-2.93146
43.24181,-2.92765
43.23816,-2.92258
43.2334,-2.91599
43.22997,-2.91478
43.22472,-2.9155
43.22075,-2.91166
43.21781,-2.90693
43.21653,-2.90143
43.21543,-2.8981
43.2124,-2.89548
43.20836,-2.89434
43.20484,-2.89272
43.19827,-2.89615
43.18762,-2.89467
43.1814,-2.89801
43.17646,-2.90327
43.17348,-2.91336
43.16665,-2.9183
43.15871,-2.92714
43.15509,-2.93523
43.14963,-2.93854
43.139,-2.93592
43.13231,-2.93022
43.12702,-2.92212
43.12137,-2.91647
43.113,-2.91442
43.10378,-2.91559
43.09618,-2.91863
43.08659,-2.91535
43.07939,-2.9163
43.07369,-2.92144
43.06769,-2.92823
43.06124,-2.93137
43.0546,-2.93169
43.04897,-2.92478
43.04185,-2.92136
43.03077,-2.91244
43.02106,-2.91213
43.01198,-2.90304
43.00611,-2.89754
42.99955,-2.8875
42.99543,-2.87881
42.98806,-2.87061
42.98264,-2.87071
42.97461,-2.87754
42.96845,-2.87661
42.96509,-2.87229
42.96453,-2.86845
42.96346,-2.86482
42.9627,-2.85045
42.96075,-2.83194
42.96048,-2.81275
42.95502,-2.80215
42.94651,-2.79033
42.94453,-2.77929
42.94057,-2.76933
42.94135,-2.76154
42.94028,-2.75407
42.93234,-2.74389
42.92846,-2.73597
42.91591,-2.72306
42.89124,-2.69949
42.87836,-2.69423
42.87026,-2.68987
42.86686,-2.68756
42.86351,-2.68528
42.85965,-2.68266
42.85867,-2.68187
42.85959,-2.68159
42.86067,-2.68183
42.860372,-2.682175
42.86105,-2.68264
42.86164,-2.68357
42.86051,-2.68327
42.85953,-2.68257
42.85911,-2.68247
42.85867,-2.68187
42.85818,-2.68142
42.85698,-2.68087
42.85534,-2.6801
42.85496,-2.68006
42.85368,-2.68023
42.85211,-2.68057
42.852234,-2.680375
42.85249,-2.6805
42.8516,-2.68068
42.85125,-2.68074
42.85055,-2.68089
42.8501,-2.68101
42.84984,-2.68111
42.84751,-2.6818
42.84711,-2.68189
42.84579,-2.68221
42.84447,-2.68249
42.84425,-2.68255
42.84336,-2.68272
42.84282,-2.68285
42.84241,-2.68317
42.84103,-2.68335
42.84067,-2.68349
42.84052,-2.68351
42.84053,-2.68331
42.84069,-2.68237
42.83976,-2.68143
42.83948,-2.68035
42.83912,-2.67714
42.83888,-2.67509
42.83859,-2.67264
42.83859,-2.67192
42.83851,-2.67065
42.83884,-2.67052
42.83886,-2.66948
42.8389,-2.66869
42.838459,-2.668689
42.83849,-2.66867
42.84342,-2.68271
42.843595,-2.682519
42.84361,-2.67716
42.843619,-2.677219
42.84442,-2.67848
42.8462,-2.6791
42.84634,-2.67885
42.84593,-2.67757
42.84575,-2.67651
42.84594,-2.67479
42.84635,-2.67376
42.847,-2.67287
42.84652,-2.67102
42.84613,-2.66796
42.8458,-2.66529
42.84535,-2.66154
42.84661,-2.66141
42.84839,-2.66139
42.85043,-2.66122
42.85124,-2.66109
42.85203,-2.66104
42.85229,-2.66092
42.85295,-2.66253
42.853633,-2.664004
